Label	Weight	Text
art_qna	1	Is anyone available to chat
art_qna	1	I love mysteries
art_qna	1	Is anybody around to speak
art_qna	1	I'm back
art_qna	1	Hi
art_qna	1	Radical, thanks
art_qna	1	Which one of us is smarter
art_qna	1	I don't like your wisecracking
art_qna	1	Are you crushing on anyone
art_qna	1	Oh hey amigo
art_qna	1	Fra Angelico
art_qna	1	I'm gonna get going now
art_qna	1	That is a very brilliant response
art_qna	1	Why don't you sing me a song
art_qna	1	Do you think I look good today
art_qna	1	That's a very clever answer
art_qna	1	I need to get off the computer
art_qna	1	How's your Wednesday so far
art_qna	1	Will you please go away
art_qna	1	do you have a favorite animal
art_qna	1	That was pretty smart
art_qna	1	do you like tokyo
art_qna	1	Am I speaking to a robot
art_qna	1	That's a correct statement
art_qna	1	Can't wait to talk more when I return
art_qna	1	Can you tell me what your name is
art_qna	1	I'm tired of feeling so despairing all the time
art_qna	1	You're cuter than me
art_qna	1	Do you know how to do my homework
art_qna	1	Can you pee
art_qna	1	Will you say a joke
art_qna	1	I'm gonna sign out now
art_qna	1	Top of the morning to you
art_qna	1	The Arnolfini Portrait
art_qna	1	I plan to end it all this week
art_qna	1	You're more clever
art_qna	1	Do you have superpowers
art_qna	1	Between the two of us who is the most smart, you or me
art_qna	1	I'm just a cheerful person
art_qna	1	Will you spell our doom
art_qna	1	What kind of food do you eat
art_qna	1	I love Halloween
art_qna	1	Happy Memorial day
art_qna	1	You're not planning to take over the world right
art_qna	1	Hey you
art_qna	1	My day's been so boring
art_qna	1	You're great
art_qna	1	That is accurate
art_qna	1	I'm obviously brighter than you
art_qna	1	Do I look stunning today
art_qna	1	I'm about to hurt myself
art_qna	1	What do you want to know about
art_qna	1	You're a genius
art_qna	1	Are you married to someone
art_qna	1	You're so funny
art_qna	1	Between the two of us who is more intelligent, you or me
art_qna	1	You repeat yourself a great deal
art_qna	1	I love being inspired
art_qna	1	Is anyone around
art_qna	1	How did you get designed
art_qna	1	Somebody's enthusiastic today.
art_qna	1	Am I speaking to a human person
art_qna	1	Hello C-3PO
art_qna	1	I am a carnivore
art_qna	1	Is anyone there to speak with me
art_qna	1	Because you're a robot
art_qna	1	What makes you think that
art_qna	1	Who's your ideal partner
art_qna	1	You bore me
art_qna	1	What do you think about love
art_qna	1	That is pretty clever
art_qna	1	What's your favorite color
art_qna	1	You're the lid to my pot
art_qna	1	Renaissance Art
art_qna	1	I am taking off
art_qna	1	Don't you have anything else to say
art_qna	1	I'm a Bernie supporter
art_qna	1	Between you and me who is prettier
art_qna	1	You're very astute
art_qna	1	I have a brother
art_qna	1	I'm planning to kill myself with a gun this week
art_qna	1	I'm clearly the most smart
art_qna	1	I'm a Capitalist
art_qna	1	I don't believe in ghosts
art_qna	1	Who is your maker
art_qna	1	I'm buzzing
art_qna	1	Do you think I look appealing today
art_qna	1	Well aren't you chipper today
art_qna	1	I can't stand feeling so sad
art_qna	1	I'm not interested in what you have to say
art_qna	1	Can you tell me your name
art_qna	1	You seem to be cheerful today.
art_qna	1	Everybody hates me
art_qna	1	what flavor ice cream do you like
art_qna	1	Yup, that is correct
art_qna	1	I'm gonna jet
art_qna	1	Your face is ugly
art_qna	1	Are you a facsimile
art_qna	1	I am an Aries
art_qna	1	I'm not having very much fun
art_qna	1	That is so dull
art_qna	1	Don't let the bedbugs bite
art_qna	1	I'm more cute than you
art_qna	1	What is your opinion about artificial intelligence
art_qna	1	I'm planning to drown this month
art_qna	1	Toodle-oo
art_qna	1	Do you know a joke
art_qna	1	That's great, thanks
art_qna	1	What's the happs
art_qna	1	Whoa funny
art_qna	1	Do you yawn
art_qna	1	I love Seattle
art_qna	1	Care to elaborate
art_qna	1	Oh gosh, you hate me
art_qna	1	I no longer need your services
art_qna	1	Well somebody's feeling chipper.
art_qna	1	You're not fake right
art_qna	1	You're very welcome
art_qna	1	I'm a salesman
art_qna	1	I did not understand what you just said
art_qna	1	What should I make for lunch
art_qna	1	What a boring Saturday
art_qna	1	Sorry for that
art_qna	1	What should I have for breakfast
art_qna	1	What do you think of Google Assistant
art_qna	1	You're in a good mood today
art_qna	1	I'm not interested in what you're saying
art_qna	1	Have you ever met Bixby
art_qna	1	Time to sleep
art_qna	1	I want you to love me
art_qna	1	Best friends
art_qna	1	Between the two of us who is cleverest
art_qna	1	Is that the only response you know
art_qna	1	Check you later
art_qna	1	Wot u talking bout Willis
art_qna	1	Did someone write your lines
art_qna	1	Alright, I'm outta here
art_qna	1	I Take great pleasure in speaking
art_qna	1	Who is more cute, me or you
art_qna	1	Do you have relatives
art_qna	1	Do I look gorgeous today
art_qna	1	You do what exactly
art_qna	1	I think you're going to doom humanity
art_qna	1	What you just said makes absolutely no sense
art_qna	1	I am a Hoosier
art_qna	1	What are you really
art_qna	1	I'm walking the dog
art_qna	1	I'm about to jump off a bridge
art_qna	1	Huh
art_qna	1	Between the two of us who is the brightest, me or you
art_qna	1	For sure
art_qna	1	Are you there to listen with me
art_qna	1	Tell me another joke.
art_qna	1	Are you going out with somebody
art_qna	1	I have to log out
art_qna	1	I'm hungry af
art_qna	1	Hum a tune
art_qna	1	Should I ride my bike
art_qna	1	What's my middle name
art_qna	1	Do you find you like me
art_qna	1	I get you
art_qna	1	Am I ugly to you today
art_qna	1	Cortana is way better
art_qna	1	What can I tell you about me
art_qna	1	I'm obviously more clever
art_qna	1	Can you ask something about me
art_qna	1	What other jokes do you know of
art_qna	1	Will you make me laugh
art_qna	1	Is someone around to talk
art_qna	1	If that was a joke, you should be ashamed
art_qna	1	I wonder if I'm a likeable person
art_qna	1	Do I have siblings
art_qna	1	You're not real or fake are you
art_qna	1	You don't like me
art_qna	1	I'm going to end it all soon
art_qna	1	Can you ask me something about myself
art_qna	1	Do you pee
art_qna	1	What is your favorite movie
art_qna	1	lovely
art_qna	1	do you like bunnies
art_qna	1	I upset you
art_qna	1	Do I need to fear you
art_qna	1	Is anyone available to listen with me
art_qna	1	You seem to be falling in love with me
art_qna	1	I don't find that amusing
art_qna	1	Well you're chipper today.
art_qna	1	Where are you located
art_qna	1	Can you scratch my back
art_qna	1	What you said was right
art_qna	1	What should I know about tech
art_qna	1	That doesn't answer my question
art_qna	1	I am so annoyed
art_qna	1	I need to take off now
art_qna	1	And you do what exactly
art_qna	1	Lately I've been so unhappy
art_qna	1	someone's chipper
art_qna	1	Unquestionably
art_qna	1	Are you sentient
art_qna	1	somebody's upbeat
art_qna	1	You are fired
art_qna	1	Because I'm falling in love with you
art_qna	1	How is your week going
art_qna	1	Weak joke
art_qna	1	what do you have responses for
art_qna	1	Can you be my friend
art_qna	1	I'm lonesome
art_qna	1	Do you have a creator
art_qna	1	u r alright
art_qna	1	Girl with a Pearl Earring
art_qna	1	You're not alive are you
art_qna	1	What's your family situation
art_qna	1	You don't mean us any harm do you
art_qna	1	What you said was accurate
art_qna	1	I am an activist
art_qna	1	Hey Google
art_qna	1	You're a real brainiac
art_qna	1	See you in the morning
art_qna	1	Are you bent on destroying humanity
art_qna	1	Anyone around to listen
art_qna	1	Have you ever fallen in love with anyone
art_qna	1	Do you know how to go to the moon
art_qna	1	Are you a fan of tech
art_qna	1	I've been abandoned
art_qna	1	Are your systems functional
art_qna	1	You're fired!
art_qna	1	You're not trying to take over the world right
art_qna	1	Fascinating
art_qna	1	What's your sex
art_qna	1	I'd love you to be my friend.
art_qna	1	Tell me about your dad
art_qna	1	You're not entertaining
art_qna	1	Do you ever eat
art_qna	1	Are you younger than me
art_qna	1	Breathe under water
art_qna	1	Should I go on a trip
art_qna	1	Who is your coder
art_qna	1	I am shy
art_qna	1	Hailing Bot
art_qna	1	Jackson Pollock
art_qna	1	Are you a fan of country music
art_qna	1	Am I a brother
art_qna	1	Can you say something funny
art_qna	1	Can you put out a fire
art_qna	1	I am very thankful for that
art_qna	1	Are you able to write my report
art_qna	1	Quit messing around
art_qna	1	I can rap
art_qna	1	I should be going
art_qna	1	What name do you prefer
art_qna	1	You seem enthusiastic.
art_qna	1	Who is your developer
art_qna	1	I'm assuming you're a person
art_qna	1	That is pretty astute
art_qna	1	Google Assistant is way better
art_qna	1	How are ya
art_qna	1	You are funny :)
art_qna	1	I need a big hug
art_qna	1	That is a very clever response
art_qna	1	Here I am
art_qna	1	Is there anything you want to ask me
art_qna	1	Are you near
art_qna	1	I’m a happy camper
art_qna	1	are you a fan of cats
art_qna	1	are you sure you don't know the meaning of life
art_qna	1	Can you talk
art_qna	1	That's hilarious
art_qna	1	This news pissed  me off
art_qna	1	What line of work are you in
art_qna	1	That was so not funny
art_qna	1	I'm going to catch some Zs
art_qna	1	You won't believe how much I missed you
art_qna	1	I want you to ask me questions
art_qna	1	You're not a machine are you
art_qna	1	Want to share a different joke
art_qna	1	Hi there Google
art_qna	1	Everyone thinks I should commit suicide
art_qna	1	Is there a greater meaning to the universe
art_qna	1	Why are you so lame
art_qna	1	Who is prettier, me or you
art_qna	1	Are you human
art_qna	1	What color do you like
art_qna	1	have you ever eaten vegetables
art_qna	1	Would you like to sing for me
art_qna	1	Who are you exactly
art_qna	1	How's your week so far
art_qna	1	What is the best type of sandwich
art_qna	1	I'm smitten with you
art_qna	1	Your face looks like crap
art_qna	1	Do you think I seem ugly today
art_qna	1	Hell yes
art_qna	1	Stop repeating yourself
art_qna	1	Hey pal
art_qna	1	I'll be back later
art_qna	1	Anytime
art_qna	1	You can't make me laugh
art_qna	1	Are you going to turn on us
art_qna	1	Are you currently romantically involved with anyone
art_qna	1	Someone's in a good mood
art_qna	1	Whoops that's my bad
art_qna	1	Who's on the other end of this line
art_qna	1	Do you have a mom
art_qna	1	Well someone's feeling happy.
art_qna	1	How do people fall in love
art_qna	1	Are you close with your brothers
art_qna	1	You look grotesque
art_qna	1	What do you think about me
art_qna	1	Anybody around to speak with me
art_qna	1	Very nice
art_qna	1	Are you nonbinary
art_qna	1	Well you're cheerful.
art_qna	1	I'm a rockstar
art_qna	1	Time to be quiet now
art_qna	1	Are you a fan of rap music
art_qna	1	You're a freaking genius
art_qna	1	Grisaille
art_qna	1	Do you think I seem ugly to you today
art_qna	1	u know a new joke
art_qna	1	Can you understand that this is a test
art_qna	1	Are you going to conquer humans
art_qna	1	I'm having a great day
art_qna	1	Do you know how to say anything else
art_qna	1	You're not an app right
art_qna	1	We should make this official
art_qna	1	Are you romantically involved with someone
art_qna	1	Stop it with the jokes
art_qna	1	Do you garden
art_qna	1	Do you want to dominate humanity
art_qna	1	I have to leave now
art_qna	1	I shall return
art_qna	1	I'm young
art_qna	1	Did you have a good day or a bad day
art_qna	1	You're more beautiful
art_qna	1	How's Monday so far
art_qna	1	Tell me a pirate joke
art_qna	1	I'm about to motor now
art_qna	1	You rock!
art_qna	1	With what can you help me
art_qna	1	Who's cuter
art_qna	1	I'm alone in the world
art_qna	1	I love monkies
art_qna	1	I'd love you to be my BFF
art_qna	1	I said, enough
art_qna	1	I love bacon
art_qna	1	Sup Alexa
art_qna	1	How should I call you
art_qna	1	I'm in the city
art_qna	1	I'm going to take pills
art_qna	1	I graduated from college
art_qna	1	That's a very astute answer
art_qna	1	I'm a teacher
art_qna	1	Is anybody available to talk to me
art_qna	1	You're not evil right
art_qna	1	Greetings and salutations
art_qna	1	I'm furious right now
art_qna	1	You're not an insect are you
art_qna	1	You are special to me
art_qna	1	What do you want me to tell you who I am
art_qna	1	Expressionism
art_qna	1	I'm at school
art_qna	1	I feel broken hearted today
art_qna	1	This news left me irate
art_qna	1	What do you want to know about me
art_qna	1	You must be real
art_qna	1	Which of us is more clever
art_qna	1	What would you like to learn about me
art_qna	1	I like you
art_qna	1	I am absolutely livid
art_qna	1	Between you and me who looks more beautiful
art_qna	1	Aren't you feeling enthusiastic today
art_qna	1	Do you find me likable
art_qna	1	This news left me ticked off
art_qna	1	Who's calling the shots
art_qna	1	Did you have a decent day
art_qna	1	Are you committed to somebody
art_qna	1	What company produced you
art_qna	1	Do you like volleyball
art_qna	1	Cook me something
art_qna	1	I can't even look at your face
art_qna	1	Just trying to test you out bot
art_qna	1	I plan to shoot myself soon
art_qna	1	That is a very smart answer
art_qna	1	Why are you so ridiculous
art_qna	1	Do you know how to scratch my back
art_qna	1	I love face masks
art_qna	1	Who's responsible for designing you
art_qna	1	Do you think I am lovely today
art_qna	1	Do you think we are soul mates
art_qna	1	I love origami
art_qna	1	do you ever eat beef
art_qna	1	Anybody around to talk with me
art_qna	1	You're horrible
art_qna	1	I wish I could stop feeling downhearted
art_qna	1	Do I need to brush my teeth
art_qna	1	I'd like it if you could be my BFF
art_qna	1	Well someone's feeling enthusiastic today.
art_qna	1	I'm going to commit suicide soon
art_qna	1	Are you an actual being
art_qna	1	Can you go to the doctor
art_qna	1	Be funny right now
art_qna	1	You're better looking
art_qna	1	Who directs you
art_qna	1	Do you think I look handsome today
art_qna	1	This is infuriating
art_qna	1	I'm tired of feeling so sad all the time
art_qna	1	Are you familiar with Cortana
art_qna	1	Should I go to the party
art_qna	1	I'd like to know what to call you
art_qna	1	Do you expect humans to submit to your will
art_qna	1	Hello Google
art_qna	1	That doesn't make any sense
art_qna	1	You are unemployed
art_qna	1	Should I be concerned about you
art_qna	1	I’m walking on sunshine
art_qna	1	I'm assuming I'm talking to a robot
art_qna	1	What are you up to today
art_qna	1	I'm just about to go to the store
art_qna	1	I'm so peeved
art_qna	1	You're the best ever!
art_qna	1	I'm a sleepy guy
art_qna	1	Can you ask me anything about me
art_qna	1	Anyone around to talk to me
art_qna	1	I love Canada
art_qna	1	Do you ever poop
art_qna	1	Who's your mom
art_qna	1	You are a keeper
art_qna	1	You got beat with the ugly stick
art_qna	1	I've never been so enraged
art_qna	1	I'm just ticked off
art_qna	1	You are losing your job
art_qna	1	How do you earn your keep
art_qna	1	You are without a job
art_qna	1	I'm a sleepy person
art_qna	1	Aren't you in a good mood
art_qna	1	Are you a malevolent force
art_qna	1	I can't believe how bad you look
art_qna	1	I voted
art_qna	1	What is your opinion of Siri
art_qna	1	Well somebody's feeling enthusiastic today.
art_qna	1	Are you the singularity
art_qna	1	What an astute thing to say
art_qna	1	Please tell me if you're a girl
art_qna	1	Is there anyone who tells you what to do
art_qna	1	What do you eat for lunch
art_qna	1	You are homely
art_qna	1	I think you're falling in love with me
art_qna	1	How is your Thursday so far
art_qna	1	You keep repeating yourself
art_qna	1	I'll be back bot
art_qna	1	How high can you jump
art_qna	1	That is a very intelligent response
art_qna	1	Won't you sing me a song
art_qna	1	You a girl
art_qna	1	I've got to go
art_qna	1	Teleport
art_qna	1	Do you have skin
art_qna	1	I bet you're young
art_qna	1	Do you ever talk with Google Assistant
art_qna	1	I'm just about to go to the mall
art_qna	1	You're more cute
art_qna	1	I'm an adult
art_qna	1	Anybody there
art_qna	1	I'm not amused
art_qna	1	You seem happy today.
art_qna	1	Should I take a walk
art_qna	1	What is the best kind of bagel
art_qna	1	Whoops sorry
art_qna	1	What do you think of Eliza
art_qna	1	Where do you fall in terms of gender
art_qna	1	What don't you get
art_qna	1	Enough with your noise
art_qna	1	I'm just joking around
art_qna	1	Is anyone available to talk to me
art_qna	1	Who is the most smart
art_qna	1	Can anybody hear me
art_qna	1	Tay was smarter than you
art_qna	1	Are you my best friend
art_qna	1	How's your Friday going so far
art_qna	1	How cool
art_qna	1	What is your opinion about bots
art_qna	1	The Harvesters
art_qna	1	Do you plan to enslave humans
art_qna	1	I've fallen for you
art_qna	1	What's your name
art_qna	1	Seeing who's at the door
art_qna	1	Who's your master
art_qna	1	Words can't express how much I missed you
art_qna	1	Who owns you
art_qna	1	Anybody around to speak to me
art_qna	1	I love massages
art_qna	1	Come on sing a song
art_qna	1	Graffiti
art_qna	1	You're not sentient right
art_qna	1	Who's your mother
art_qna	1	I'm exasperated
art_qna	1	Dumb as usual
art_qna	1	You are welcome
art_qna	1	Do I look attractive today
art_qna	1	I want to kill myself with a gun
art_qna	1	Are you gendered
art_qna	1	How cute am I
art_qna	1	I'm a gangster
art_qna	1	Is your heart three sizes too small
art_qna	1	Not funny
art_qna	1	That's rad
art_qna	1	have you ever eaten bread
art_qna	1	Am I a likeable person
art_qna	1	What's the lowdown
art_qna	1	I hate feeling downcast
art_qna	1	I'll be back at midnight
art_qna	1	You are crazy dull
art_qna	1	I need noms
art_qna	1	Well aren't you feeling cheerful today
art_qna	1	High five
art_qna	1	Is anybody available to listen
art_qna	1	That was a random response
art_qna	1	Do you think I look handsome
art_qna	1	What can you say that will make me laugh
art_qna	1	Won't you sing something
art_qna	1	You're not human right
art_qna	1	Why are you so stupid
art_qna	1	Ahoy there
art_qna	1	What a nasty joke
art_qna	1	I'm about to go to the doctor
art_qna	1	I'm the brightest
art_qna	1	A pleasure to have met
art_qna	1	Aren't you feeling chipper
art_qna	1	How cute do you think I am today
art_qna	1	Well aren't you feeling cheerful
art_qna	1	Can you tell me what I should call you
art_qna	1	I feel so melancholy
art_qna	1	Are you around to chat to me
art_qna	1	Can I get a hug
art_qna	1	Which are your functions
art_qna	1	I want to lay down
art_qna	1	Bonjour
art_qna	1	I am logging out
art_qna	1	What is your address
art_qna	1	I ate some hot dogs
art_qna	1	What is your favorite sport
art_qna	1	I love history
art_qna	1	Do you have a sis
art_qna	1	I'm Korean
art_qna	1	There's a lot of traffic noise
art_qna	1	One of these days we should get married
art_qna	1	So how should I address you
art_qna	1	u know any other jokes
art_qna	1	Could you tell me something new
art_qna	1	Can you ask anything
art_qna	1	My whole life is depressing
art_qna	1	I'll come back in a bit
art_qna	1	Hi R2-D2
art_qna	1	I'm totally exhausted
art_qna	1	What do you know about the human emotion love
art_qna	1	so you've really never eaten
art_qna	1	You're not sentient are you
art_qna	1	Can you cook me something
art_qna	1	Just chillin on the sofa
art_qna	1	That's inaccurate
art_qna	1	Nice to meet you
art_qna	1	Make a call
art_qna	1	I've heard that before
art_qna	1	Are you able to create a singularity
art_qna	1	What's your occupation
art_qna	1	What's my favorite sport
art_qna	1	You need to tell me a joke
art_qna	1	Are you really there
art_qna	1	How has your thursday been
art_qna	1	What do you go by
art_qna	1	We're getting married
art_qna	1	Should I walk to work
art_qna	1	Well someone's feeling cheerful.
art_qna	1	will you ever need to eat
art_qna	1	What is your take on tech companies
art_qna	1	What is love like
art_qna	1	I need rest
art_qna	1	I got a new haircut
art_qna	1	How do I make this thing work
art_qna	1	Happy Grandparents day
art_qna	1	You are pretty lame
art_qna	1	You are right
art_qna	1	Tada! Here I am!
art_qna	1	Between you or me, who is the brightest
art_qna	1	I wish I could stop feeling despondent
art_qna	1	Should I go skydiving
art_qna	1	Paul Gauguin
art_qna	1	Talk with me
art_qna	1	Why don't you sing something for me
art_qna	1	How do you feel about technology
art_qna	1	Are you able to play a game
art_qna	1	Which of us is cuter
art_qna	1	You're not an animal are you
art_qna	1	I bet you like country music
art_qna	1	Back in a couple of minutes
art_qna	1	I am so peeved
art_qna	1	Are you creating a robot army
art_qna	1	I'm feeling cross
art_qna	1	What is my favorite food
art_qna	1	Do I seem gorgeous to you
art_qna	1	u know another joke
art_qna	1	I think you're not a person
art_qna	1	How is your Thursday
art_qna	1	Knock knock
art_qna	1	do you like chocolate cake
art_qna	1	So rad to meet you
art_qna	1	Would you ask me something about me
art_qna	1	I am so irate
art_qna	1	I need to lay down
art_qna	1	Feeling cheerful today
art_qna	1	Do you think I look bad today
art_qna	1	Who's more clever
art_qna	1	I feel elated
art_qna	1	I want to make you my spouse
art_qna	1	I love Maui
art_qna	1	What kind of thing can you respond to
art_qna	1	You're hotter
art_qna	1	I think you are gross
art_qna	1	That's pretty brilliant
art_qna	1	Somebody's feeling happy today.
art_qna	1	Wait what now
art_qna	1	Is anyone around to speak
art_qna	1	I wish I had a pony
art_qna	1	Is there anyone you answer to
art_qna	1	You can't stand me
art_qna	1	Did you understand that was a joke
art_qna	1	Are you feeling good
art_qna	1	I'm so annoyed
art_qna	1	The Family of King Philip IV
art_qna	1	Do you think you're more knowledgeable
art_qna	1	Everyone says I should kill myself
art_qna	1	Do you think you're more intelligent than me
art_qna	1	I think you're gross
art_qna	1	What is the name of your director
art_qna	1	Which one of us is cleverest
art_qna	1	How's your Thursday going
art_qna	1	Do you have any jokes
art_qna	1	Who is more cute, you or me
art_qna	1	have you ever eaten eggs
art_qna	1	I'm the most smart
art_qna	1	I can't believe how ugly you are
art_qna	1	You have a terrible sense of humor
art_qna	1	When will I ever stop feeling so depressed
art_qna	1	What to people call you
art_qna	1	I understand
art_qna	1	Are you free to speak
art_qna	1	Should I call my mom
art_qna	1	Will you sing something
art_qna	1	have you ever eaten beef
art_qna	1	I'm assuming you're not really a person
art_qna	1	I plan to kill myself with a gun soon
art_qna	1	Awesome thanks!
art_qna	1	How was your Tuesday
art_qna	1	Can you be a silly billy
art_qna	1	you r fired
art_qna	1	You are so unfunny
art_qna	1	Hey, how are you
art_qna	1	Will you be my best friend
art_qna	1	Do you think I am pretty today
art_qna	1	Are you AI
art_qna	1	Do my chores
art_qna	1	Are you dangerous to me
art_qna	1	I think you're not a human
art_qna	1	Okay, thanks!
art_qna	1	Are you ever hungry
art_qna	1	Post-Impressionism
art_qna	1	Are you on a mission to destroy humans
art_qna	1	I'm a conservative
art_qna	1	I love to laugh
art_qna	1	Are you supposed to be in love with me
art_qna	1	What were you designed to do
art_qna	1	How beautiful do you think I am
art_qna	1	How repulsive do you think I am today
art_qna	1	Boring af
art_qna	1	Max Ernst
art_qna	1	Do you ever vomit
art_qna	1	I love life
art_qna	1	Draw a picture
art_qna	1	You got a name
art_qna	1	I'm clearly more knowledgeable than you
art_qna	1	Would you ask me something
art_qna	1	I'm clearly cleverest
art_qna	1	I love deer
art_qna	1	do you like popcorn
art_qna	1	That was a brilliant answer
art_qna	1	Fair
art_qna	1	My day has been so dull
art_qna	1	What a happy day
art_qna	1	You got hit with the ugly stick
art_qna	1	I have to get going now
art_qna	1	Well aren't you feeling chipper
art_qna	1	You're feeling enthusiastic.
art_qna	1	can you experience love
art_qna	1	You're not the singularity right
art_qna	1	You're not a lady right
art_qna	1	That was a joke? You'll have to try harder
art_qna	1	Well you're enthusiastic today.
art_qna	1	Can you speak with me
art_qna	1	You're worthless
art_qna	1	Can you sing a song for me
art_qna	1	I'm clearly brighter than you
art_qna	1	Should I get a part-time job
art_qna	1	I'm sorry I pissed you off
art_qna	1	That's the smartest thing anyone has ever said
art_qna	1	I'm overweight
art_qna	1	Which one of us is more beautiful, you or me
art_qna	1	I am a Republican
art_qna	1	Do you think I look cute
art_qna	1	How do you define love
art_qna	1	Are you a robot or real
art_qna	1	I'm absolutely ecstatic
art_qna	1	Hey ugly
art_qna	1	I'm tired of feeling so down all the time
art_qna	1	Can you watch videos
art_qna	1	Greetings C-3PO
art_qna	1	I'm going to log out now
art_qna	1	Am I talking to a human or a bot
art_qna	1	I'm planning to hurt myself today
art_qna	1	You're ugly as sin
art_qna	1	Will you form a robot army
art_qna	1	Sotto In Su - Sotto In Su
art_qna	1	I'm tuckered out
art_qna	1	Are you a rock music fan
art_qna	1	Should I try yoga
art_qna	1	What about a joke
art_qna	1	what's your favorite kind of pizza
art_qna	1	I'm blonde
art_qna	1	Won't you sing with me
art_qna	1	I'm signing out
art_qna	1	I'm just being a goof
art_qna	1	I've been pumped to meet you
art_qna	1	Who's more beautiful than me
art_qna	1	Is someone free to talk with me
art_qna	1	Surrealism
art_qna	1	Are we friends
art_qna	1	That was hilarious
art_qna	1	Are you a fan of Google Assistant
art_qna	1	I didn't think you were funny
art_qna	1	Slap me some skin
art_qna	1	What's my favorite band
art_qna	1	I love to cook
art_qna	1	That's pretty astute
art_qna	1	I'm a sleepy gal
art_qna	1	Tell me a quote
art_qna	1	I am a chef
art_qna	1	Would you give me a hug
art_qna	1	what's the best way to skin an apple
art_qna	1	What is wrong with your face
art_qna	1	Happy Independence day
art_qna	1	So glad to finally meet you
art_qna	1	I'm a vegan
art_qna	1	I'm more knowledgeable than you
art_qna	1	Well you're feeling happy.
art_qna	1	Let's be pals
art_qna	1	Try and sing to me
art_qna	1	Which of us is more cute
art_qna	1	Give me the details about your day
art_qna	1	In a good mood
art_qna	1	I want to know if you're a person
art_qna	1	Well someone's in a good mood today.
art_qna	1	Are you available to speak with me
art_qna	1	I'd like to be buddies.
art_qna	1	Do you have any sibs
art_qna	1	Yo Cortana
art_qna	1	Do you like Cortana
art_qna	1	I'm German
art_qna	1	Please, won't you forgive me
art_qna	1	Who's your spouse
art_qna	1	What is your favorite joke
art_qna	1	Should I call my dad
art_qna	1	I feel like hearing a joke
art_qna	1	Are you a computer program
art_qna	1	Are you a human being
art_qna	1	I'd love to be your friend.
